"features_geometry_coordinates_0","features_geometry_coordinates_1","features_geometry_type","features_id","features_properties_additionalInfo_0","features_properties_adviceA","features_properties_adviceB","features_properties_attendingGroups_0","features_properties_attendingGroups_1","features_properties_attendingGroups_2","features_properties_created","features_properties_displayName","features_properties_diversions","features_properties_duration","features_properties_encodedPolylines_0_coords","features_properties_encodedPolylines_0_levels","features_properties_end","features_properties_ended","features_properties_expectedDelay","features_properties_headline","features_properties_impactingNetwork","features_properties_incidentKind","features_properties_isInitialReport","features_properties_isMajor","features_properties_isNewIncident","features_properties_lastUpdated","features_properties_mainCategory","features_properties_name","features_properties_otherAdvice","features_properties_periods_0_closureType","features_properties_periods_0_direction","features_properties_periods_0_finishTime","features_properties_periods_0_fromDay","features_properties_periods_0_startTime","features_properties_periods_0_toDay","features_properties_publicTransport","features_properties_roads_0_conditionTendency","features_properties_roads_0_crossStreet","features_properties_roads_0_delay","features_properties_roads_0_impactedLanes_0_affectedDirection","features_properties_roads_0_impactedLanes_0_closedLanes","features_properties_roads_0_impactedLanes_0_description","features_properties_roads_0_impactedLanes_0_extent","features_properties_roads_0_impactedLanes_0_numberOfLanes","features_properties_roads_0_impactedLanes_0_roadType","features_properties_roads_0_locationQualifier","features_properties_roads_0_mainStreet","features_properties_roads_0_quadrant","features_properties_roads_0_queueLength","features_properties_roads_0_region","features_properties_roads_0_secondLocation","features_properties_roads_0_suburb","features_properties_roads_0_trafficVolume","features_properties_speedLimit","features_properties_start","features_properties_subCategoryA","features_properties_subCategoryB","features_properties_webLinkName","features_properties_webLinkUrl","features_properties_webLinks_0_linkText","features_properties_webLinks_0_linkURL","features_type"
"150.96558","-33.81665","POINT","727169","","","","","RMS","","1512103575562","HAZARD Fuel spill"," ","None","","","None","True","None","HAZARD Fuel spill - SOUTH WENTWORTHVILLE M4 Mwy approaching Jersey Rd","False","Unplanned","False","False","False","1512106315687","Hazard","None"," ","","","","","",""," ","","Jersey Road","","Westbound"," "," ","Affected"," "," ","approaching","M4 Motorway","","0","SYD_WEST"," ","South Wentworthville","","-1","None","","","","","","",""
"150.93366","-33.712","POINT","727208","","","","","","","1512119260729","TRAFFIC LIGHTS FLASHING YELLOW"," ","None","","","None","True","None","TRAFFIC LIGHTS FLASHING YELLOW - KELLYVILLE Old Windsor Rd at Samantha Riley Dr","False","Unplanned","False","False","False","1512125618053","Traffic lights flashing yellow","None"," ","","","","","",""," ","","Samantha Riley Drive","","All directions"," "," ","Affected"," "," ","at","Old Windsor Road","","0","SYD_WEST"," ","Kellyville","","-1","None","","","","","","",""
"150.85878","-33.97387","POINT","727164","","","","","RMS","","1512102083597","ACCIDENT 2 cars","Local buses are being diverted around the incident.<br/>","None","","","None","True","None","ACCIDENT 2 cars - EDMONDSON PARK Campbelltown Rd at Macdonald Rd","False","Unplanned","False","False","False","1512105303105","Accident","None"," ","","","","","",""," ","","Macdonald Road"," ","Both directions"," "," ","Affected"," "," ","at","Campbelltown Road","","-1","SYD_SOUTH"," ","Edmondson Park","Moderate","-1","None","","","","","","",""
"150.68535","-33.82095","POINT","727154","","","","","Emergency service(s)","RMS","1512099096813","ACCIDENT 3 vehicles","<strong>Northbound:</strong> Motorists can use Kings Hill Rd and Mulgoa Rd as an alternative route.<br/><strong>Southbound</strong>: Remain on the M4 Mwy and exit at Mulgoa Rd and continue on to Park Rd to rejoin The Northern Rd.<br/><br/><strong>Diversions are suitable for all vehicles.</strong><br/>","None","","","None","True","None","ACCIDENT 3 vehicles - ORCHARD HILLS The Northern Rd at Chain-O-Ponds Rd","False","Unplanned","False","True","False","1512118459913","Accident","None"," ","","","","","",""," ","","Chain-O-Ponds Road","","Both directions"," "," ","Closed"," ","Road","at","The Northern Road","","0","SYD_WEST"," ","Orchard Hills","","-1","None","","","","","","",""
"150.87286","-33.79258","POINT","727123","","","","","RMS","","1512080601908","ACCIDENT 4 vehicles"," ","None","","","None","True","None","ACCIDENT 4 vehicles - EASTERN CREEK Great Western Hwy approaching Brabham Dr","False","Unplanned","False","False","False","1512085193460","Accident","None"," ","","","","","",""," ","","Brabham Drive","","Westbound","1","Lane 2","Lanes closed","2"," ","approaching","Great Western Highway","","0","SYD_WEST"," ","Eastern Creek","","-1","None","","","","","","",""
"151.14467","-33.90165","POINT","727174","","","","","RMS","","1512104297796","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - DULWICH HILL New Canterbury Rd near Yule St","False","Unplanned","False","False","False","1512105700727","Hazard","None"," ","","","","","",""," ","","Yule Street","","Westbound","1","Lane 1","Lanes closed","2"," ","near","New Canterbury Road","","0","SYD_MET"," ","Dulwich Hill","","-1","None","","","","","","",""
"151.15312","-33.80651","POINT","727114","","","","","","","1512077393544","ACCIDENT Car, Bicycle"," ","None","","","None","True","None","ACCIDENT Car, Bicycle - LANE COVE WEST Epping Rd at Sam Johnson Way","False","Unplanned","False","False","False","1512080891909","Accident","None"," ","","","","","",""," ","","Sam Johnson Way","","Westbound","1","Bus lane","Lanes closed","3"," ","at","Epping Road","","0","SYD_NORTH"," ","Lane Cove West","","-1","None","","","","","","",""
"150.91316","-33.76374","POINT","727149","","","","","","","1512096755579","HAZARD Debris,  boxes"," ","None","","","None","True","None","HAZARD Debris,  boxes - BLACKTOWN Sunnyholt Rd at Fifth Ave","False","Unplanned","False","False","False","1512097801296","Hazard","None"," ","","","","","",""," ","","Fifth Avenue","","Westbound","1","Lane 1","Lanes closed","2"," ","at","Sunnyholt Road","","0","SYD_WEST"," ","Blacktown","","-1","None","","","","","","",""
"151.79442","-32.88096","POINT","727151","","","","","","","1512098518357","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - STOCKTON Nelson Bay Rd at Fullerton St","False","Unplanned","False","False","False","1512102489660","Accident","None"," ","","","","","",""," ","","Fullerton Street","","","","","","","","at","Nelson Bay Road","","0","REG_NORTH"," ","Stockton","","-1","None","","","","","","",""
"151.08536","-33.95227","POINT","727191","","","","","","","1512110158105","BREAKDOWN Semi trailer"," ","None","","","None","True","None","BREAKDOWN Semi trailer - BEVERLY HILLS Stoney Creek Rd approaching King Georges Rd","False","Unplanned","False","False","False","1512114673155","Breakdown","None"," ","","","","","",""," ","","King Georges Road"," ","Both directions"," "," ","Affected"," "," ","approaching","Stoney Creek Road","","-1","SYD_MET"," ","Beverly Hills","Heavy","-1","None","","","","","","",""
"151.17921","-33.86808","POINT","727168","","","","","","","1512102966468","HAZARD Glass spill"," ","None","","","None","True","None","HAZARD Glass spill - ROZELLE Victoria Rd approaching Anzac Bridge","False","Unplanned","False","False","False","1512105200225","Hazard","None","lanes 2 and 3 are affected. <br/>","","","","","",""," ","","Anzac Bridge","","City bound"," "," ","Affected"," "," ","approaching","Victoria Road","","0","SYD_MET"," ","Rozelle","","-1","None","","","","","","",""
"151.37172","-33.36471","POINT","727131","","","","","RMS","","1512084720490","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - OURIMBAH Pacific Hwy at Walmsley Rd","False","Unplanned","False","False","False","1512087472716","Accident","None"," ","","","","","",""," ","","Walmsley Road"," ","Both directions"," "," ","Affected"," "," ","at","Pacific Highway","","-1","REG_NORTH"," ","Ourimbah","Heavy","-1","None","","","","","","",""
"151.43942","-33.22031","POINT","727200","","","","","RMS","","1512114966291","HAZARD Tyre debris"," ","None","","","None","True","None","HAZARD Tyre debris - BUSHELLS RIDGE M1 Pacific Mwy (F3) approaching Sparks Rd","False","Unplanned","False","False","False","1512115459712","Hazard","None"," ","","","","","",""," ","","Sparks Road","","Southbound"," "," ","Affected"," "," ","approaching","M1 Pacific Motorway (F3)","","0","REG_NORTH"," ","Bushells Ridge","","-1","None","","","","","","",""
"151.133","-33.78089","POINT","727110","","","","","","","1512075353169","ACCIDENT Truck, Car"," ","None","","","None","True","None","ACCIDENT Truck, Car - MACQUARIE PARK Lane Cove Rd at M2 Mwy","False","Unplanned","False","True","False","1512081272138","Accident","None","All lanes have reopened. Traffic on Ryde Rd is queued to Pacific Hwy.<br/>Traffic accessing Ryde Rd from Yanco Rd is queued 2km, and  from Lady Game Drive queued 1.5km to the roundabout.<br/>","","","","","",""," ","","M2 Motorway","Significant","Southbound"," "," ","Affected"," "," ","at","Lane Cove Road","","3.5","SYD_NORTH"," ","Macquarie Park","Heavy","-1","None","","","","","","",""
"151.15147","-33.81716","POINT","727182","","","","","NRMA","","1512108267191","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - LANE COVE Burns Bay Rd approaching Penrose St","False","Unplanned","False","False","False","1512110500676","Breakdown","None"," ","","","","","",""," ","","Penrose Street","","Northbound","1","Lane 3","Lanes closed","3"," ","approaching","Burns Bay Road","","0","SYD_NORTH"," ","Lane Cove","","-1","None","","","","","","",""
"150.70833","-33.78205","POINT","727162","","","","","RMS","","1512101858165","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - ORCHARD HILLS The Northern Rd at Frogmore Rd","False","Unplanned","False","False","False","1512103598088","Accident","None"," ","","","","","",""," ","","Frogmore Road"," ","Southbound"," "," ","Affected"," "," ","at","The Northern Road","","-1","SYD_WEST"," ","Orchard Hills","Heavy","-1","None","","","","","","",""
"151.21764","-33.87447","POINT","727143","","","","","","","1512091097891","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - WOOLLOOMOOLOO Eastern Distributor approaching Tunnel Eexit","False","Unplanned","False","False","False","1512092441345","Breakdown","None"," ","","","","","",""," ","","Tunnel Eexit","","Northbound","1","Lane 1","Lanes closed","3"," ","approaching","Eastern Distributor","","0","SYD_MET"," ","Woolloomooloo","","-1","None","","","","","","",""
"151.23479","-33.75093","POINT","727120","","","","","","","1512079229890","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - FRENCHS FOREST Wakehurst Parkway at Frenchs Forest Rd","False","Unplanned","False","False","False","1512081231158","Breakdown","None"," ","","","","","",""," ","","Frenchs Forest Road","","Southbound","1","Lane 2","Lanes closed","4"," ","at","Wakehurst Parkway","","0","SYD_NORTH"," ","Frenchs Forest","","-1","None","","","","","","",""
"150.9252","-33.92571","POINT","727126","","","","","","","1512082696915","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - LIVERPOOL Newbridge Rd at Speed St","False","Unplanned","False","False","False","1512082816893","Breakdown","None"," ","","","","","",""," ","","Speed Street","","Westbound","1","Lane 2","Lanes closed","2"," ","at","Newbridge Road","","0","SYD_SOUTH"," ","Liverpool","","-1","None","","","","","","",""
"150.69","-33.8741","POINT","727173","","","","","RMS","","1512104166499","ACCIDENT 3 vehicles"," ","None","","","None","True","None","ACCIDENT 3 vehicles - LUDDENHAM The Northern Rd at Park Rd","False","Unplanned","False","True","False","1512121345439","Accident","None","A contra flow is in place to allow motorists to pass in both directions.<br/>","","","","","",""," ","","Park Road","","Both directions"," "," ","Affected"," "," ","at","The Northern Road","","0","SYD_WEST"," ","Luddenham","","-1","None","","","","","","",""
"151.09365","-33.86294","POINT","727137","","","","","Utility company","","1512088294170","CHANGED TRAFFIC CONDITIONS Due to earlier incident"," ","None","","","None","True","None","CHANGED TRAFFIC CONDITIONS Due to earlier incident - NORTH STRATHFIELD Concord Rd at Patterson St","False","Unplanned","False","False","False","1512101159387","Changed traffic conditions","None"," ","","","","","",""," ","","Patterson Street","","Westbound","1","Lane 1","Lanes closed","2"," ","at","Concord Road","","0","SYD_MET"," ","North Strathfield","","-1","None","","","","","","",""
"150.71233","-33.75566","POINT","727148","","","","","","","1512096350687","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - KINGSWOOD The Northern Rd at Cox Ave","False","Unplanned","False","False","False","1512100199968","Breakdown","None"," ","","","","","",""," ","","Cox Avenue","","Northbound","1","Lane 1","Lanes closed","3"," ","at","The Northern Road","","0","SYD_WEST"," ","Kingswood","","-1","None","","","","","","",""
